customer_id,age,age_band,gender,item_purchased,category,purchase_amount_usd,location,season,review_rating,subscription_status,shipping_type,discount_applied,previous_purchases,payment_method,frequency_of_purchases,discount_flag,subscriber_flag,repeat_customer_flag,purchase_cycle_days,customer_segment,revenue_per_purchase_day
356,37,35-49,Male,Jewelry,Accessories,42,Oregon,Fall,4.1,Yes,2-Day Shipping,Yes,1,PayPal,Every 3 Months,True,True,False,90.0,Promotion-led growth,0.4666666666666667
357,56,50+,Male,Pants,Clothing,80,Nevada,Spring,3.7,Yes,Standard,Yes,27,Cash,Weekly,True,True,True,7.0,Loyal high-value,11.428571428571429
358,18,Under 25,Male,Belt,Accessories,56,Arkansas,Spring,4.0,Yes,Standard,Yes,16,Credit Card,Bi-Weekly,True,True,True,14.0,Promotion-led growth,4.0
359,48,35-49,Male,Hat,Accessories,25,Minnesota,Summer,3.6,Yes,Express,Yes,36,Credit Card,Every 3 Months,True,True,True,90.0,Subscribed repeat,0.2777777777777778
360,31,25-34,Male,Sneakers,Footwear,74,Georgia,Winter,3.0,Yes,Store Pickup,Yes,30,Credit Card,Every 3 Months,True,True,True,90.0,Loyal high-value,0.8222222222222222
361,51,50+,Male,Pants,Clothing,30,Rhode Island,Summer,3.0,Yes,Standard,Yes,18,Debit Card,Fortnightly,True,True,True,14.0,Promotion-led growth,2.142857142857143
362,65,50+,Male,T-shirt,Clothing,96,Nevada,Spring,2.6,Yes,Free Shipping,Yes,45,Cash,Annually,True,True,True,30.0,Loyal high-value,3.2
363,53,50+,Male,Sneakers,Footwear,64,Texas,Fall,3.4,Yes,Free Shipping,Yes,1,Venmo,Fortnightly,True,True,False,14.0,New or occasional,4.571428571428571
364,55,50+,Male,Shorts,Clothing,88,Florida,Winter,3.1,Yes,Free Shipping,Yes,42,Bank Transfer,Fortnightly,True,True,True,14.0,Loyal high-value,6.285714285714286
365,62,50+,Male,Shoes,Footwear,88,North Dakota,Summer,3.0,Yes,Free Shipping,Yes,7,Venmo,Every 3 Months,True,True,False,90.0,New or occasional,0.9777777777777777
366,55,50+,Male,Gloves,Accessories,88,West Virginia,Summer,3.7,Yes,Standard,Yes,50,PayPal,Quarterly,True,True,True,90.0,Loyal high-value,0.9777777777777777
367,64,50+,Male,Socks,Clothing,36,Nebraska,Spring,3.5,Yes,Store Pickup,Yes,37,Venmo,Fortnightly,True,True,True,14.0,Subscribed repeat,2.5714285714285716
368,52,50+,Male,Dress,Clothing,40,Tennessee,Spring,2.8,Yes,Store Pickup,Yes,18,Bank Transfer,Monthly,True,True,True,30.0,Promotion-led growth,1.3333333333333333
369,24,Under 25,Male,Handbag,Accessories,39,Oklahoma,Spring,4.5,Yes,Standard,Yes,29,Cash,Monthly,True,True,True,30.0,Subscribed repeat,1.3
370,38,35-49,Male,Belt,Accessories,40,Wisconsin,Summer,3.3,Yes,Store Pickup,Yes,45,PayPal,Quarterly,True,True,True,90.0,Subscribed repeat,0.4444444444444444
371,59,50+,Male,Scarf,Accessories,34,Oregon,Winter,3.4,Yes,Express,Yes,13,PayPal,Weekly,True,True,True,7.0,Promotion-led growth,4.857142857142857
372,27,25-34,Male,Sneakers,Footwear,83,North Carolina,Winter,3.2,Yes,2-Day Shipping,Yes,47,PayPal,Monthly,True,True,True,30.0,Loyal high-value,2.7666666666666666
373,24,Under 25,Male,Sweater,Clothing,85,Pennsylvania,Summer,3.7,Yes,Standard,Yes,7,Debit Card,Weekly,True,True,False,7.0,New or occasional,12.142857142857142
374,23,Under 25,Male,Coat,Outerwear,27,North Dakota,Summer,4.6,Yes,Express,Yes,11,Venmo,Bi-Weekly,True,True,True,14.0,Promotion-led growth,1.9285714285714286
375,69,50+,Male,Jewelry,Accessories,78,Ohio,Spring,5.0,Yes,Store Pickup,Yes,39,Bank Transfer,Monthly,True,True,True,30.0,Loyal high-value,2.6
376,59,50+,Male,Sunglasses,Accessories,32,Oklahoma,Summer,4.4,Yes,Standard,Yes,6,Debit Card,Quarterly,True,True,False,90.0,Promotion-led growth,0.35555555555555557
377,51,50+,Male,Shoes,Footwear,51,South Carolina,Fall,4.9,Yes,Express,Yes,2,Venmo,Bi-Weekly,True,True,False,14.0,Promotion-led growth,3.642857142857143
378,63,50+,Male,Scarf,Accessories,32,Maine,Spring,4.1,Yes,Standard,Yes,39,Credit Card,Every 3 Months,True,True,True,90.0,Subscribed repeat,0.35555555555555557
379,54,50+,Male,Dress,Clothing,62,Nevada,Winter,4.9,Yes,Next Day Air,Yes,23,Credit Card,Monthly,True,True,True,30.0,New or occasional,2.066666666666667
380,32,25-34,Male,T-shirt,Clothing,29,Montana,Fall,4.7,Yes,2-Day Shipping,Yes,46,Debit Card,Bi-Weekly,True,True,True,14.0,Subscribed repeat,2.0714285714285716
381,39,35-49,Male,Backpack,Accessories,69,New Hampshire,Fall,3.0,Yes,Store Pickup,Yes,19,Bank Transfer,Weekly,True,True,True,7.0,New or occasional,9.857142857142858
382,66,50+,Male,Jewelry,Accessories,25,Maine,Winter,3.4,Yes,Store Pickup,Yes,3,Credit Card,Every 3 Months,True,True,False,90.0,Promotion-led growth,0.2777777777777778
383,28,25-34,Male,Jeans,Clothing,76,California,Winter,3.2,Yes,Store Pickup,Yes,47,PayPal,Quarterly,True,True,True,90.0,Loyal high-value,0.8444444444444444
384,50,50+,Male,Sunglasses,Accessories,77,West Virginia,Fall,3.8,Yes,Standard,Yes,6,PayPal,Quarterly,True,True,False,90.0,New or occasional,0.8555555555555555
385,70,50+,Male,Sweater,Clothing,33,California,Fall,4.5,Yes,2-Day Shipping,Yes,6,Venmo,Annually,True,True,False,30.0,Promotion-led growth,1.1
386,67,50+,Male,Shorts,Clothing,93,West Virginia,Fall,2.7,Yes,Next Day Air,Yes,12,Credit Card,Bi-Weekly,True,True,True,14.0,New or occasional,6.642857142857143
387,64,50+,Male,Jewelry,Accessories,39,Louisiana,Spring,3.4,Yes,Express,Yes,40,PayPal,Quarterly,True,True,True,90.0,Subscribed repeat,0.43333333333333335
388,45,35-49,Male,Coat,Outerwear,93,Georgia,Summer,4.6,Yes,Store Pickup,Yes,38,PayPal,Fortnightly,True,True,True,14.0,Loyal high-value,6.642857142857143
389,22,Under 25,Male,Handbag,Accessories,82,Washington,Summer,2.7,Yes,Store Pickup,Yes,10,PayPal,Quarterly,True,True,True,90.0,New or occasional,0.9111111111111111
390,27,25-34,Male,Boots,Footwear,42,Virginia,Spring,4.2,Yes,Standard,Yes,28,Bank Transfer,Monthly,True,True,True,30.0,Subscribed repeat,1.4
391,25,25-34,Male,Gloves,Accessories,71,Indiana,Winter,3.2,Yes,2-Day Shipping,Yes,19,PayPal,Annually,True,True,True,30.0,New or occasional,2.3666666666666667
392,37,35-49,Male,Sweater,Clothing,86,Minnesota,Spring,4.8,Yes,Standard,Yes,25,Cash,Fortnightly,True,True,True,14.0,Loyal high-value,6.142857142857143
393,26,25-34,Male,T-shirt,Clothing,82,Idaho,Spring,3.3,Yes,Next Day Air,Yes,38,Credit Card,Annually,True,True,True,30.0,Loyal high-value,2.7333333333333334
394,33,25-34,Male,Shoes,Footwear,65,Vermont,Fall,4.2,Yes,Standard,Yes,6,PayPal,Fortnightly,True,True,False,14.0,New or occasional,4.642857142857143
395,43,35-49,Male,Scarf,Accessories,29,North Dakota,Spring,4.8,Yes,Store Pickup,Yes,7,Debit Card,Bi-Weekly,True,True,False,14.0,Promotion-led growth,2.0714285714285716
396,37,35-49,Male,Sneakers,Footwear,65,Rhode Island,Winter,4.9,Yes,Store Pickup,Yes,2,PayPal,Annually,True,True,False,30.0,New or occasional,2.1666666666666665
397,46,35-49,Male,Dress,Clothing,88,South Carolina,Fall,3.9,Yes,Standard,Yes,24,Bank Transfer,Annually,True,True,True,30.0,New or occasional,2.933333333333333
398,22,Under 25,Male,Belt,Accessories,46,Mississippi,Fall,3.0,Yes,Free Shipping,Yes,26,Cash,Annually,True,True,True,30.0,Subscribed repeat,1.5333333333333334
399,20,Under 25,Male,Boots,Footwear,67,Montana,Winter,4.6,Yes,Free Shipping,Yes,25,Debit Card,Every 3 Months,True,True,True,90.0,Loyal high-value,0.7444444444444445
400,60,50+,Male,Scarf,Accessories,35,Idaho,Fall,3.5,Yes,2-Day Shipping,Yes,10,Debit Card,Monthly,True,True,True,30.0,Promotion-led growth,1.1666666666666667
401,39,35-49,Male,Boots,Footwear,66,Utah,Winter,4.8,Yes,Free Shipping,Yes,14,PayPal,Fortnightly,True,True,True,14.0,New or occasional,4.714285714285714
402,43,35-49,Male,T-shirt,Clothing,91,Oklahoma,Fall,4.8,Yes,Standard,Yes,21,Cash,Quarterly,True,True,True,90.0,New or occasional,1.011111111111111
403,31,25-34,Male,Backpack,Accessories,78,California,Fall,3.0,Yes,Express,Yes,26,PayPal,Monthly,True,True,True,30.0,Loyal high-value,2.6
404,19,Under 25,Male,Sneakers,Footwear,45,Nevada,Winter,4.5,Yes,Next Day Air,Yes,12,Bank Transfer,Annually,True,True,True,30.0,Promotion-led growth,1.5
405,35,35-49,Male,T-shirt,Clothing,93,Delaware,Spring,4.8,Yes,Store Pickup,Yes,11,Credit Card,Monthly,True,True,True,30.0,New or occasional,3.1
406,41,35-49,Male,Jeans,Clothing,74,South Carolina,Summer,3.8,Yes,Standard,Yes,15,Cash,Annually,True,True,True,30.0,New or occasional,2.466666666666667
407,52,50+,Male,Gloves,Accessories,55,Maryland,Spring,4.6,Yes,Express,Yes,13,Cash,Monthly,True,True,True,30.0,Promotion-led growth,1.8333333333333333
408,45,35-49,Male,Hoodie,Clothing,76,North Carolina,Spring,3.1,Yes,Next Day Air,Yes,5,Credit Card,Bi-Weekly,True,True,False,14.0,New or occasional,5.428571428571429
409,34,25-34,Male,Sneakers,Footwear,66,Alabama,Spring,3.4,Yes,Express,Yes,36,Cash,Fortnightly,True,True,True,14.0,Loyal high-value,4.714285714285714
410,35,35-49,Male,Shorts,Clothing,51,Minnesota,Winter,3.3,Yes,2-Day Shipping,Yes,32,Bank Transfer,Monthly,True,True,True,30.0,Subscribed repeat,1.7
411,29,25-34,Male,Sweater,Clothing,26,Virginia,Spring,4.8,Yes,2-Day Shipping,Yes,1,Credit Card,Quarterly,True,True,False,90.0,Promotion-led growth,0.28888888888888886
412,59,50+,Male,Jeans,Clothing,29,Michigan,Summer,2.8,Yes,Express,Yes,15,PayPal,Annually,True,True,True,30.0,Promotion-led growth,0.9666666666666667
413,24,Under 25,Male,Jacket,Outerwear,74,Maine,Summer,3.1,Yes,Store Pickup,Yes,3,Bank Transfer,Weekly,True,True,False,7.0,New or occasional,10.571428571428571
414,70,50+,Male,Jewelry,Accessories,99,Nevada,Summer,4.6,Yes,Free Shipping,Yes,48,Cash,Monthly,True,True,True,30.0,Loyal high-value,3.3
415,29,25-34,Male,Backpack,Accessories,88,Wyoming,Winter,2.6,Yes,Store Pickup,Yes,30,Debit Card,Weekly,True,True,True,7.0,Loyal high-value,12.571428571428571
416,67,50+,Male,Coat,Outerwear,31,Connecticut,Winter,2.6,Yes,Express,Yes,40,Bank Transfer,Monthly,True,True,True,30.0,Subscribed repeat,1.0333333333333334
417,36,35-49,Male,Belt,Accessories,55,Oregon,Spring,3.8,Yes,Free Shipping,Yes,24,Bank Transfer,Fortnightly,True,True,True,14.0,Promotion-led growth,3.9285714285714284
418,23,Under 25,Male,Sandals,Footwear,81,Mississippi,Fall,4.5,Yes,Free Shipping,Yes,48,Debit Card,Quarterly,True,True,True,90.0,Loyal high-value,0.9
419,18,Under 25,Male,Sweater,Clothing,73,Illinois,Spring,3.0,Yes,Standard,Yes,27,Venmo,Bi-Weekly,True,True,True,14.0,Loyal high-value,5.214285714285714
420,53,50+,Male,Shorts,Clothing,91,Utah,Winter,3.7,Yes,Free Shipping,Yes,14,Credit Card,Every 3 Months,True,True,True,90.0,New or occasional,1.011111111111111
421,32,25-34,Male,Socks,Clothing,54,North Carolina,Spring,3.8,Yes,Free Shipping,Yes,18,Debit Card,Bi-Weekly,True,True,True,14.0,Promotion-led growth,3.857142857142857
422,38,35-49,Male,Shirt,Clothing,40,Kentucky,Winter,3.5,Yes,Standard,Yes,48,Cash,Bi-Weekly,True,True,True,14.0,Subscribed repeat,2.857142857142857
423,47,35-49,Male,Pants,Clothing,59,Minnesota,Fall,3.1,Yes,Store Pickup,Yes,32,Debit Card,Annually,True,True,True,30.0,Subscribed repeat,1.9666666666666666
424,46,35-49,Male,Scarf,Accessories,26,New York,Spring,3.0,Yes,Store Pickup,Yes,21,Credit Card,Bi-Weekly,True,True,True,14.0,Promotion-led growth,1.8571428571428572
425,66,50+,Male,Sweater,Clothing,23,Illinois,Winter,4.3,Yes,Standard,Yes,42,PayPal,Fortnightly,True,True,True,14.0,Subscribed repeat,1.6428571428571428
426,40,35-49,Male,Jeans,Clothing,87,North Dakota,Winter,3.3,Yes,Store Pickup,Yes,4,Credit Card,Quarterly,True,True,False,90.0,New or occasional,0.9666666666666667
427,43,35-49,Male,Pants,Clothing,71,Louisiana,Winter,4.7,Yes,Express,Yes,19,Credit Card,Quarterly,True,True,True,90.0,New or occasional,0.7888888888888889
428,58,50+,Male,Backpack,Accessories,91,Illinois,Winter,4.5,Yes,Store Pickup,Yes,6,Credit Card,Quarterly,True,True,False,90.0,New or occasional,1.011111111111111
429,21,Under 25,Male,Coat,Outerwear,64,Wyoming,Winter,2.9,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,True,True,False,14.0,New or occasional,4.571428571428571
430,42,35-49,Male,Sandals,Footwear,94,Washington,Winter,4.1,Yes,2-Day Shipping,Yes,21,Cash,Fortnightly,True,True,True,14.0,New or occasional,6.714285714285714
431,24,Under 25,Male,Shirt,Clothing,40,Texas,Summer,3.5,Yes,Store Pickup,Yes,40,Debit Card,Annually,True,True,True,30.0,Subscribed repeat,1.3333333333333333
432,43,35-49,Male,Hat,Accessories,76,New Hampshire,Winter,3.4,Yes,Store Pickup,Yes,33,Cash,Fortnightly,True,True,True,14.0,Loyal high-value,5.428571428571429
433,47,35-49,Male,Shirt,Clothing,86,Indiana,Fall,3.3,Yes,Free Shipping,Yes,26,Venmo,Weekly,True,True,True,7.0,Loyal high-value,12.285714285714286
434,49,35-49,Male,Skirt,Clothing,92,Alabama,Fall,3.2,Yes,Store Pickup,Yes,23,Credit Card,Fortnightly,True,True,True,14.0,New or occasional,6.571428571428571
435,50,50+,Male,Shoes,Footwear,52,Oklahoma,Spring,4.0,Yes,Store Pickup,Yes,39,PayPal,Every 3 Months,True,True,True,90.0,Subscribed repeat,0.5777777777777777
436,51,50+,Male,Coat,Outerwear,28,Montana,Winter,3.6,Yes,Next Day Air,Yes,42,Bank Transfer,Monthly,True,True,True,30.0,Subscribed repeat,0.9333333333333333
437,40,35-49,Male,Pants,Clothing,46,Tennessee,Summer,4.6,Yes,Free Shipping,Yes,41,Bank Transfer,Weekly,True,True,True,7.0,Subscribed repeat,6.571428571428571
438,45,35-49,Male,Jewelry,Accessories,50,New Mexico,Summer,2.6,Yes,Next Day Air,Yes,41,PayPal,Annually,True,True,True,30.0,Subscribed repeat,1.6666666666666667
439,52,50+,Male,Belt,Accessories,23,Iowa,Winter,4.3,Yes,Express,Yes,12,Credit Card,Fortnightly,True,True,True,14.0,Promotion-led growth,1.6428571428571428
440,62,50+,Male,Jacket,Outerwear,50,Idaho,Summer,3.4,Yes,Free Shipping,Yes,31,Cash,Monthly,True,True,True,30.0,Subscribed repeat,1.6666666666666667
441,20,Under 25,Male,Shirt,Clothing,89,Oklahoma,Winter,3.5,Yes,Store Pickup,Yes,34,Debit Card,Fortnightly,True,True,True,14.0,Loyal high-value,6.357142857142857
442,43,35-49,Male,Hoodie,Clothing,81,Florida,Winter,4.2,Yes,Standard,Yes,32,Credit Card,Annually,True,True,True,30.0,Loyal high-value,2.7
443,29,25-34,Male,Sunglasses,Accessories,69,Michigan,Fall,3.8,Yes,Store Pickup,Yes,31,Credit Card,Quarterly,True,True,True,90.0,Loyal high-value,0.7666666666666667
444,22,Under 25,Male,Sunglasses,Accessories,67,Hawaii,Summer,3.6,Yes,Free Shipping,Yes,24,PayPal,Annually,True,True,True,30.0,New or occasional,2.2333333333333334
445,48,35-49,Male,Dress,Clothing,20,California,Summer,4.3,Yes,Store Pickup,Yes,31,Debit Card,Annually,True,True,True,30.0,Subscribed repeat,0.6666666666666666
446,42,35-49,Male,Boots,Footwear,29,Iowa,Fall,4.9,Yes,Standard,Yes,18,Venmo,Annually,True,True,True,30.0,Promotion-led growth,0.9666666666666667
447,19,Under 25,Male,Shirt,Clothing,74,West Virginia,Summer,4.1,Yes,Store Pickup,Yes,15,Venmo,Monthly,True,True,True,30.0,New or occasional,2.466666666666667
448,60,50+,Male,Shorts,Clothing,82,Washington,Spring,3.6,Yes,Standard,Yes,7,Bank Transfer,Every 3 Months,True,True,False,90.0,New or occasional,0.9111111111111111
449,32,25-34,Male,Gloves,Accessories,23,Missouri,Summer,3.4,Yes,Next Day Air,Yes,35,Bank Transfer,Fortnightly,True,True,True,14.0,Subscribed repeat,1.6428571428571428
450,26,25-34,Male,Jewelry,Accessories,45,New York,Summer,2.9,Yes,2-Day Shipping,Yes,35,Bank Transfer,Monthly,True,True,True,30.0,Subscribed repeat,1.5
451,25,25-34,Male,Boots,Footwear,21,Connecticut,Summer,2.7,Yes,Store Pickup,Yes,19,Credit Card,Monthly,True,True,True,30.0,Promotion-led growth,0.7
452,66,50+,Male,Jewelry,Accessories,31,Virginia,Summer,4.3,Yes,Express,Yes,26,Credit Card,Fortnightly,True,True,True,14.0,Subscribed repeat,2.2142857142857144
453,45,35-49,Male,Pants,Clothing,45,Missouri,Summer,3.7,Yes,Express,Yes,39,PayPal,Fortnightly,True,True,True,14.0,Subscribed repeat,3.2142857142857144
454,54,50+,Male,Jewelry,Accessories,56,Nebraska,Winter,2.8,Yes,Next Day Air,Yes,22,Credit Card,Weekly,True,True,True,7.0,Promotion-led growth,8.0
455,37,35-49,Male,Jacket,Outerwear,97,New Jersey,Summer,3.2,Yes,Next Day Air,Yes,14,Cash,Bi-Weekly,True,True,True,14.0,New or occasional,6.928571428571429
456,54,50+,Male,Blouse,Clothing,100,Utah,Fall,3.6,Yes,Store Pickup,Yes,50,Debit Card,Fortnightly,True,True,True,14.0,Loyal high-value,7.142857142857143
457,50,50+,Male,Blouse,Clothing,96,North Carolina,Fall,4.0,Yes,2-Day Shipping,Yes,33,Credit Card,Quarterly,True,True,True,90.0,Loyal high-value,1.0666666666666667
458,25,25-34,Male,Gloves,Accessories,99,Rhode Island,Spring,4.9,Yes,Next Day Air,Yes,48,Debit Card,Every 3 Months,True,True,True,90.0,Loyal high-value,1.1
459,47,35-49,Male,Shorts,Clothing,91,Arkansas,Winter,4.0,Yes,2-Day Shipping,Yes,48,PayPal,Monthly,True,True,True,30.0,Loyal high-value,3.033333333333333
460,63,50+,Male,Hat,Accessories,30,Maryland,Winter,3.8,Yes,Standard,Yes,27,PayPal,Fortnightly,True,True,True,14.0,Subscribed repeat,2.142857142857143
461,64,50+,Male,Shoes,Footwear,65,South Carolina,Summer,3.8,Yes,Store Pickup,Yes,27,Bank Transfer,Weekly,True,True,True,7.0,Loyal high-value,9.285714285714286
462,18,Under 25,Male,Boots,Footwear,93,Ohio,Winter,3.9,Yes,Express,Yes,20,Venmo,Weekly,True,True,True,7.0,New or occasional,13.285714285714286
463,59,50+,Male,Jacket,Outerwear,81,Illinois,Fall,3.3,Yes,Express,Yes,48,Venmo,Every 3 Months,True,True,True,90.0,Loyal high-value,0.9
464,37,35-49,Male,Jewelry,Accessories,81,Georgia,Summer,2.7,Yes,Standard,Yes,29,Venmo,Weekly,True,True,True,7.0,Loyal high-value,11.571428571428571
465,23,Under 25,Male,Sunglasses,Accessories,52,Alabama,Winter,4.7,Yes,Next Day Air,Yes,45,PayPal,Monthly,True,True,True,30.0,Subscribed repeat,1.7333333333333334
466,54,50+,Male,Skirt,Clothing,88,Oklahoma,Summer,2.8,Yes,Next Day Air,Yes,25,Cash,Quarterly,True,True,True,90.0,Loyal high-value,0.9777777777777777
467,38,35-49,Male,Jeans,Clothing,24,Vermont,Winter,4.6,Yes,Free Shipping,Yes,25,PayPal,Weekly,True,True,True,7.0,Subscribed repeat,3.4285714285714284
468,19,Under 25,Male,Backpack,Accessories,51,Nebraska,Spring,4.5,Yes,2-Day Shipping,Yes,37,Debit Card,Every 3 Months,True,True,True,90.0,Subscribed repeat,0.5666666666666667
469,34,25-34,Male,Backpack,Accessories,38,Georgia,Fall,5.0,Yes,Free Shipping,Yes,16,Cash,Quarterly,True,True,True,90.0,Promotion-led growth,0.4222222222222222
470,21,Under 25,Male,Shorts,Clothing,46,Alabama,Fall,4.1,Yes,2-Day Shipping,Yes,30,Debit Card,Bi-Weekly,True,True,True,14.0,Subscribed repeat,3.2857142857142856
471,50,50+,Male,Dress,Clothing,63,Minnesota,Summer,4.6,Yes,Express,Yes,6,Cash,Every 3 Months,True,True,False,90.0,New or occasional,0.7
472,55,50+,Male,Scarf,Accessories,72,Missouri,Winter,4.9,Yes,2-Day Shipping,Yes,36,Bank Transfer,Quarterly,True,True,True,90.0,Loyal high-value,0.8
473,20,Under 25,Male,Jeans,Clothing,39,Georgia,Winter,3.9,Yes,Free Shipping,Yes,3,Bank Transfer,Quarterly,True,True,False,90.0,Promotion-led growth,0.43333333333333335
474,34,25-34,Male,Coat,Outerwear,42,West Virginia,Spring,3.9,Yes,Store Pickup,Yes,29,PayPal,Every 3 Months,True,True,True,90.0,Subscribed repeat,0.4666666666666667
475,62,50+,Male,Sweater,Clothing,76,Arkansas,Summer,2.6,Yes,2-Day Shipping,Yes,15,Cash,Quarterly,True,True,True,90.0,New or occasional,0.8444444444444444
476,21,Under 25,Male,Sneakers,Footwear,66,Ohio,Summer,2.7,Yes,Free Shipping,Yes,18,Debit Card,Annually,True,True,True,30.0,New or occasional,2.2
477,21,Under 25,Male,Scarf,Accessories,90,Connecticut,Spring,3.5,Yes,Free Shipping,Yes,2,Debit Card,Fortnightly,True,True,False,14.0,New or occasional,6.428571428571429
478,42,35-49,Male,Sweater,Clothing,56,North Dakota,Summer,3.7,Yes,Free Shipping,Yes,49,Debit Card,Weekly,True,True,True,7.0,Subscribed repeat,8.0
479,35,35-49,Male,Jewelry,Accessories,43,Kansas,Winter,3.2,Yes,Free Shipping,Yes,48,Venmo,Annually,True,True,True,30.0,Subscribed repeat,1.4333333333333333
480,39,35-49,Male,Handbag,Accessories,84,Iowa,Winter,3.3,Yes,Store Pickup,Yes,43,Venmo,Monthly,True,True,True,30.0,Loyal high-value,2.8
481,68,50+,Male,Hoodie,Clothing,88,Vermont,Summer,4.8,Yes,Standard,Yes,30,Debit Card,Bi-Weekly,True,True,True,14.0,Loyal high-value,6.285714285714286
482,46,35-49,Male,Hat,Accessories,88,Wisconsin,Fall,3.2,Yes,2-Day Shipping,Yes,10,PayPal,Fortnightly,True,True,True,14.0,New or occasional,6.285714285714286
483,41,35-49,Male,Belt,Accessories,42,Connecticut,Winter,2.5,Yes,2-Day Shipping,Yes,11,Venmo,Annually,True,True,True,30.0,Promotion-led growth,1.4
484,23,Under 25,Male,Hoodie,Clothing,73,Oklahoma,Fall,3.9,Yes,Store Pickup,Yes,12,Debit Card,Weekly,True,True,True,7.0,New or occasional,10.428571428571429
485,68,50+,Male,Hat,Accessories,73,Missouri,Summer,4.7,Yes,Free Shipping,Yes,28,Bank Transfer,Quarterly,True,True,True,90.0,Loyal high-value,0.8111111111111111
486,48,35-49,Male,Shoes,Footwear,44,Tennessee,Spring,2.6,Yes,Next Day Air,Yes,36,Debit Card,Fortnightly,True,True,True,14.0,Subscribed repeat,3.142857142857143
487,38,35-49,Male,Sandals,Footwear,63,New Mexico,Fall,2.8,Yes,Store Pickup,Yes,37,Venmo,Every 3 Months,True,True,True,90.0,Loyal high-value,0.7
488,41,35-49,Male,Jacket,Outerwear,68,Iowa,Winter,4.4,Yes,Store Pickup,Yes,22,Credit Card,Quarterly,True,True,True,90.0,New or occasional,0.7555555555555555
489,58,50+,Male,Sweater,Clothing,29,Maine,Spring,4.6,Yes,Standard,Yes,32,Venmo,Weekly,True,True,True,7.0,Subscribed repeat,4.142857142857143
490,49,35-49,Male,Socks,Clothing,85,South Dakota,Summer,3.2,Yes,Standard,Yes,40,PayPal,Annually,True,True,True,30.0,Loyal high-value,2.8333333333333335
491,57,50+,Male,Sneakers,Footwear,42,Colorado,Winter,4.2,Yes,2-Day Shipping,Yes,47,Cash,Monthly,True,True,True,30.0,Subscribed repeat,1.4
492,49,35-49,Male,Coat,Outerwear,69,Vermont,Summer,3.8,Yes,2-Day Shipping,Yes,24,Credit Card,Bi-Weekly,True,True,True,14.0,New or occasional,4.928571428571429
493,50,50+,Male,Shirt,Clothing,62,Michigan,Fall,3.9,Yes,Standard,Yes,11,Debit Card,Weekly,True,True,True,7.0,New or occasional,8.857142857142858
494,28,25-34,Male,Backpack,Accessories,48,Nevada,Summer,4.7,Yes,Store Pickup,Yes,19,Cash,Bi-Weekly,True,True,True,14.0,Promotion-led growth,3.4285714285714284
495,38,35-49,Male,Boots,Footwear,68,Indiana,Winter,4.5,Yes,Express,Yes,42,Debit Card,Weekly,True,True,True,7.0,Loyal high-value,9.714285714285714
496,33,25-34,Male,Handbag,Accessories,36,Michigan,Fall,3.3,Yes,Free Shipping,Yes,6,Debit Card,Fortnightly,True,True,False,14.0,Promotion-led growth,2.5714285714285716
497,30,25-34,Male,Dress,Clothing,63,California,Fall,3.3,Yes,Express,Yes,31,Venmo,Fortnightly,True,True,True,14.0,Loyal high-value,4.5
498,43,35-49,Male,Sneakers,Footwear,39,Oklahoma,Winter,4.6,Yes,Free Shipping,Yes,31,Cash,Weekly,True,True,True,7.0,Subscribed repeat,5.571428571428571
499,43,35-49,Male,Boots,Footwear,78,Iowa,Spring,3.6,Yes,Free Shipping,Yes,27,Bank Transfer,Monthly,True,True,True,30.0,Loyal high-value,2.6
500,36,35-49,Male,Shoes,Footwear,99,Rhode Island,Winter,4.8,Yes,Express,Yes,24,PayPal,Monthly,True,True,True,30.0,New or occasional,3.3
501,36,35-49,Male,T-shirt,Clothing,31,Washington,Fall,4.8,Yes,Next Day Air,Yes,35,Venmo,Every 3 Months,True,True,True,90.0,Subscribed repeat,0.34444444444444444
502,64,50+,Male,Boots,Footwear,45,Florida,Spring,2.9,Yes,Next Day Air,Yes,21,Venmo,Annually,True,True,True,30.0,Promotion-led growth,1.5
503,59,50+,Male,Pants,Clothing,30,South Carolina,Fall,2.8,Yes,Express,Yes,8,PayPal,Fortnightly,True,True,False,14.0,Promotion-led growth,2.142857142857143
504,55,50+,Male,Shoes,Footwear,24,West Virginia,Summer,3.2,Yes,Next Day Air,Yes,26,Bank Transfer,Quarterly,True,True,True,90.0,Subscribed repeat,0.26666666666666666
505,42,35-49,Male,Shoes,Footwear,22,Missouri,Winter,3.9,Yes,Free Shipping,Yes,26,PayPal,Annually,True,True,True,30.0,Subscribed repeat,0.7333333333333333
506,61,50+,Male,T-shirt,Clothing,63,Maine,Spring,4.3,Yes,Express,Yes,9,Cash,Bi-Weekly,True,True,False,14.0,New or occasional,4.5
507,28,25-34,Male,Scarf,Accessories,40,Georgia,Fall,2.7,Yes,2-Day Shipping,Yes,48,Debit Card,Annually,True,True,True,30.0,Subscribed repeat,1.3333333333333333
508,65,50+,Male,Shorts,Clothing,20,Maine,Spring,5.0,Yes,Store Pickup,Yes,33,Debit Card,Fortnightly,True,True,True,14.0,Subscribed repeat,1.4285714285714286
509,27,25-34,Male,Jewelry,Accessories,20,Illinois,Winter,3.7,Yes,Store Pickup,Yes,31,PayPal,Quarterly,True,True,True,90.0,Subscribed repeat,0.2222222222222222
